Start station,End station,Start date,Start station number,End date,End station number,Account type,Total duration (Seconds)
Boom Island Park,Minneapolis Farmers Market,4,4,4,4,4,4
Boom Island Park,Minneapolis Park & Recreation Board,17,17,17,17,17,17
Boom Island Park,Minnehaha Park,4,4,4,4,4,4
Boom Island Park,Mpls Convention Center,1,1,1,1,1,1
Boom Island Park,N 4th Ave & W River Parkway,99,99,99,99,99,99
Boom Island Park,N Washington Ave & 9th Ave N,16,16,16,16,16,16
Boom Island Park,Nicollet & Franklin,1,1,1,1,1,1
Boom Island Park,Nicollet Island,75,75,75,75,75,75
Boom Island Park,Nicollet Mall & Grant Street,2,2,2,2,2,2
Boom Island Park,North 2nd Street & 4th Ave N,24,24,24,24,24,24
Boom Island Park,North Mississippi Regional Park,274,274,274,274,274,274
Boom Island Park,Park Ave & 4th Street S,9,9,9,9,9,9
Boom Island Park,Plymouth Ave N &  N Oliver Ave,1,1,1,1,1,1
Boom Island Park,Portland Ave & Washington Ave,27,27,27,27,27,27
Boom Island Park,S 5th Street & Nicollet Mall,7,7,7,7,7,7
Boom Island Park,S 8th Street & 2nd Ave S,6,6,6,6,6,6
Boom Island Park,SE 3rd Ave & University Ave SE,6,6,6,6,6,6
Boom Island Park,Sanford Hall,5,5,5,5,5,5
Boom Island Park,Social Sciences,1,1,1,1,1,1
Boom Island Park,South 2nd Street & 3rd Ave S,19,19,19,19,19,19
Boom Island Park,Target Field Station,2,2,2,2,2,2
Boom Island Park,University & Bank Street SE,30,30,30,30,30,30
Boom Island Park,University Ave NE & 12th Ave NE,24,24,24,24,24,24
Boom Island Park,University Ave SE & Bedford Street SE,1,1,1,1,1,1
Boom Island Park,Washington & Cedar,12,12,12,12,12,12
Boom Island Park,Washington & Marquette,9,9,9,9,9,9
Boom Island Park,Washington Ave N & Cedar Lake Trail,5,5,5,5,5,5
Boom Island Park,Washington Ave S & 10th Ave S,8,8,8,8,8,8
Boom Island Park,Weisman Art Museum,3,3,3,3,3,3
Boom Island Park,West 15th Street & Willow,4,4,4,4,4,4
Boom Island Park,West 34th Street  & Hennepin Ave S,2,2,2,2,2,2
Boom Island Park,Wirth Beach,1,1,1,1,1,1
Boom Island Park,YWCA Downtown,11,11,11,11,11,11
Boom Island Park,YWCA Uptown,5,5,5,5,5,5
Broadway & Marshall Street NE,100 Main Street SE,114,114,114,114,114,114
Broadway & Marshall Street NE,10th Street & Nicollet Mall,6,6,6,6,6,6
Broadway & Marshall Street NE,11th Ave S & S 2nd Street,35,35,35,35,35,35
Broadway & Marshall Street NE,11th Street & Hennepin,28,28,28,28,28,28
Broadway & Marshall Street NE,11th Street & Marquette,4,4,4,4,4,4
Broadway & Marshall Street NE,15th Ave SE & 4th Street SE,9,9,9,9,9,9
Broadway & Marshall Street NE,15th Ave SE & Como Ave SE,10,10,10,10,10,10
Broadway & Marshall Street NE,18th Ave Trail & 2nd Street NE,15,15,15,15,15,15
Broadway & Marshall Street NE,22nd Ave NE & California Street NE,10,10,10,10,10,10
Broadway & Marshall Street NE,22nd Ave S & Franklin Ave,1,1,1,1,1,1
Broadway & Marshall Street NE,23rd Ave SE & 6th Street SE,1,1,1,1,1,1
Broadway & Marshall Street NE,26th Street & Lyndale,1,1,1,1,1,1
Broadway & Marshall Street NE,27th Ave SE & University Ave,6,6,6,6,6,6
Broadway & Marshall Street NE,28th Street & Nicollet Ave. S,1,1,1,1,1,1
Broadway & Marshall Street NE,2nd Ave N & N 6th Street,23,23,23,23,23,23
Broadway & Marshall Street NE,2nd Ave N & Washington Ave N,19,19,19,19,19,19
Broadway & Marshall Street NE,2nd Street N & 8th Ave N,27,27,27,27,27,27
Broadway & Marshall Street NE,2nd Street SE & 5th Ave SE,4,4,4,4,4,4
Broadway & Marshall Street NE,3rd Ave S & E 38th Street,2,2,2,2,2,2
Broadway & Marshall Street NE,3rd Street N & 8th Ave N,1,1,1,1,1,1
Broadway & Marshall Street NE,3rd Street NE & Lowry Ave NE,19,19,19,19,19,19
Broadway & Marshall Street NE,4th Street & 13th Ave SE,1,1,1,1,1,1
Broadway & Marshall Street NE,4th Street S & 19th Ave,4,4,4,4,4,4
Broadway & Marshall Street NE,5th Ave N & 4th Street N,9,9,9,9,9,9
Broadway & Marshall Street NE,5th Street NE & 1st Ave NE,7,7,7,7,7,7
Broadway & Marshall Street NE,5th Street NE & 3rd Ave NE,14,14,14,14,14,14
Broadway & Marshall Street NE,6th Ave SE & University Ave,46,46,46,46,46,46
Broadway & Marshall Street NE,7th Street N & Plymouth Ave N,1,1,1,1,1,1
Broadway & Marshall Street NE,7th Street SE & 10th Ave SE,2,2,2,2,2,2
Broadway & Marshall Street NE,9th Street N & Hawthorne Ave,3,3,3,3,3,3
Broadway & Marshall Street NE,Bohemian Flats,2,2,2,2,2,2
Broadway & Marshall Street NE,Boom Island Park,15,15,15,15,15,15
Broadway & Marshall Street NE,Broadway & Marshall Street NE,80,80,80,80,80,80
Broadway & Marshall Street NE,Bryant Ave N & West Broadway,1,1,1,1,1,1
Broadway & Marshall Street NE,Carleton Street & University Ave ,1,1,1,1,1,1
Broadway & Marshall Street NE,Central Ave NE & 22nd Ave NE,15,15,15,15,15,15
Broadway & Marshall Street NE,Chicago & 27th Street,2,2,2,2,2,2
Broadway & Marshall Street NE,Chicago Ave & S Washington Ave,2,2,2,2,2,2
Broadway & Marshall Street NE,Civil Engineering,20,20,20,20,20,20
Broadway & Marshall Street NE,Coffman Union,1,1,1,1,1,1
Broadway & Marshall Street NE,Cooke Hall,1,1,1,1,1,1
Broadway & Marshall Street NE,Curfew Street & Ellis Ave.,1,1,1,1,1,1
Broadway & Marshall Street NE,Delaware Street SE & 26th Ave SE,1,1,1,1,1,1
Broadway & Marshall Street NE,Dupont Ave & 22nd Street,1,1,1,1,1,1
Broadway & Marshall Street NE,Dupont Ave S & W 29th Street,3,3,3,3,3,3
Broadway & Marshall Street NE,E Franklin Ave & Bloomington Ave S,1,1,1,1,1,1
Broadway & Marshall Street NE,East Lake Street & 36th Ave S,3,3,3,3,3,3
Broadway & Marshall Street NE,Elliot Hall,1,1,1,1,1,1
Broadway & Marshall Street NE,Elliot Park,19,19,19,19,19,19
Broadway & Marshall Street NE,Franklin & 28th Ave,1,1,1,1,1,1
Broadway & Marshall Street NE,Gateway Park,36,36,36,36,36,36
Broadway & Marshall Street NE,Girard Ave N & W Broadway Ave,2,2,2,2,2,2
Broadway & Marshall Street NE,Glenwood Ave & N Morgan Ave,2,2,2,2,2,2
Broadway & Marshall Street NE,Grant Street & Portland Ave,1,1,1,1,1,1
Broadway & Marshall Street NE,Hennepin & Central Avenue NE,16,16,16,16,16,16
Broadway & Marshall Street NE,Hennepin & Laurel Ave,11,11,11,11,11,11
Broadway & Marshall Street NE,Hennepin Ave & S Washington Ave,28,28,28,28,28,28
Broadway & Marshall Street NE,Hennepin County Government Center,10,10,10,10,10,10
Broadway & Marshall Street NE,Hiawatha Ave & E 50th Street,2,2,2,2,2,2
Broadway & Marshall Street NE,IDS Center,11,11,11,11,11,11
Broadway & Marshall Street NE,Lake Street & Knox Ave S,3,3,3,3,3,3
Broadway & Marshall Street NE,Logan Park,77,77,77,77,77,77
Broadway & Marshall Street NE,Loring Park,7,7,7,7,7,7
Broadway & Marshall Street NE,Lyndale Ave S & 22nd Street ,1,1,1,1,1,1
Broadway & Marshall Street NE,Lyndale Ave S & W 29th Street,2,2,2,2,2,2
Broadway & Marshall Street NE,MCAD,4,4,4,4,4,4
Broadway & Marshall Street NE,Malcolm Ave SE & 5th Street SE,6,6,6,6,6,6
Broadway & Marshall Street NE,Mariucci Arena,6,6,6,6,6,6
Broadway & Marshall Street NE,Marshall Street NE & 18th Ave NE,49,49,49,49,49,49
Broadway & Marshall Street NE,Marshall Street NE & 8th Ave NE,37,37,37,37,37,37
Broadway & Marshall Street NE,Marshall Street NE & Lowry Ave,64,64,64,64,64,64
Broadway & Marshall Street NE,McNamara Center,4,4,4,4,4,4
Broadway & Marshall Street NE,Midtown YWCA,1,1,1,1,1,1
Broadway & Marshall Street NE,Mill City Quarter,8,8,8,8,8,8
Broadway & Marshall Street NE,Minneapolis Farmers Market,2,2,2,2,2,2
Broadway & Marshall Street NE,Minneapolis Park & Recreation Board,19,19,19,19,19,19
Broadway & Marshall Street NE,Minnehaha Park,2,2,2,2,2,2
Broadway & Marshall Street NE,N 4th Ave & W River Parkway,24,24,24,24,24,24
Broadway & Marshall Street NE,N Milton Street & Summit Ave,1,1,1,1,1,1
Broadway & Marshall Street NE,N Washington Ave & 9th Ave N,17,17,17,17,17,17
Broadway & Marshall Street NE,NE Central Ave & NE 14th Ave,1,1,1,1,1,1
Broadway & Marshall Street NE,Nicollet & Franklin,1,1,1,1,1,1
Broadway & Marshall Street NE,Nicollet Island,18,18,18,18,18,18
Broadway & Marshall Street NE,North 2nd Street & 4th Ave N,30,30,30,30,30,30
Broadway & Marshall Street NE,North Mississippi Regional Park,1,1,1,1,1,1
Broadway & Marshall Street NE,Park Ave & 4th Street S,10,10,10,10,10,10
Broadway & Marshall Street NE,Pleasant Ave S &  Lake Street,4,4,4,4,4,4
Broadway & Marshall Street NE,Plymouth Ave N &  N Oliver Ave,1,1,1,1,1,1
Broadway & Marshall Street NE,Portland Ave & Washington Ave,15,15,15,15,15,15
Broadway & Marshall Street NE,S 5th Street & Nicollet Mall,30,30,30,30,30,30
Broadway & Marshall Street NE,S 8th Street & 2nd Ave S,5,5,5,5,5,5
Broadway & Marshall Street NE,SE 3rd Ave & University Ave SE,1,1,1,1,1,1
Broadway & Marshall Street NE,Sanford Hall,19,19,19,19,19,19
Broadway & Marshall Street NE,Social Sciences,4,4,4,4,4,4
Broadway & Marshall Street NE,South 2nd Street & 3rd Ave S,12,12,12,12,12,12
Broadway & Marshall Street NE,Target Field Station,30,30,30,30,30,30
Broadway & Marshall Street NE,University & Bank Street SE,138,138,138,138,138,138
Broadway & Marshall Street NE,University Ave NE & 12th Ave NE,13,13,13,13,13,13
Broadway & Marshall Street NE,W 31st Street & Hennepin Ave S,1,1,1,1,1,1
Broadway & Marshall Street NE,Walker Art Center,10,10,10,10,10,10
Broadway & Marshall Street NE,Washington & Cedar,2,2,2,2,2,2
Broadway & Marshall Street NE,Washington & Marquette,3,3,3,3,3,3
Broadway & Marshall Street NE,Washington Ave N & Cedar Lake Trail,12,12,12,12,12,12
Broadway & Marshall Street NE,Washington Ave S & 10th Ave S,12,12,12,12,12,12
Broadway & Marshall Street NE,Weisman Art Museum,12,12,12,12,12,12
Broadway & Marshall Street NE,West 15th Street & Willow,5,5,5,5,5,5
Broadway & Marshall Street NE,West 32nd Street & Bryant Ave S,1,1,1,1,1,1
Broadway & Marshall Street NE,West Broadway & Logan Ave N,1,1,1,1,1,1
Broadway & Marshall Street NE,Wilder Street & Marshall Ave,1,1,1,1,1,1
Broadway & Marshall Street NE,Willey Hall,55,55,55,55,55,55
Broadway & Marshall Street NE,Williamson Hall,27,27,27,27,27,27
Broadway & Marshall Street NE,Wirth Beach,4,4,4,4,4,4
Broadway & Marshall Street NE,YWCA Downtown,5,5,5,5,5,5
Broadway Street N & 4th Street E,10th Street E & Cedar Street,5,5,5,5,5,5
Broadway Street N & 4th Street E,18th Ave Trail & 2nd Street NE,2,2,2,2,2,2
Broadway Street N & 4th Street E,28th Street & Nicollet Ave. S,1,1,1,1,1,1
Broadway Street N & 4th Street E,5th Street E & Minnesota Street N,36,36,36,36,36,36
Broadway Street N & 4th Street E,7th Place & Jackson Street,37,37,37,37,37,37
Broadway Street N & 4th Street E,7th Street E & Wacouta Street,7,7,7,7,7,7
Broadway Street N & 4th Street E,7th Street W & Grand Ave,12,12,12,12,12,12
Broadway Street N & 4th Street E,Broadway Street N & 4th Street E,230,230,230,230,230,230
Broadway Street N & 4th Street E,Cedar Street & Columbus Ave,2,2,2,2,2,2
Broadway Street N & 4th Street E,E 14th Street & N Robert Street ,8,8,8,8,8,8
Broadway Street N & 4th Street E,Fairview Ave & University Ave,1,1,1,1,1,1
Broadway Street N & 4th Street E,Hague Ave & Dale Street,7,7,7,7,7,7
Broadway Street N & 4th Street E,Harriet Island,12,12,12,12,12,12
Broadway Street N & 4th Street E,Kellogg Blvd & Wabasha Street,50,50,50,50,50,50
Broadway Street N & 4th Street E,Kellogg Blvd E & Jackson Street,18,18,18,18,18,18
Broadway Street N & 4th Street E,Kellogg Blvd W & Smith Ave,9,9,9,9,9,9
Broadway Street N & 4th Street E,Lake Como Pavilion,2,2,2,2,2,2
Broadway Street N & 4th Street E,Lake Street & West River Parkway,2,2,2,2,2,2
Broadway Street N & 4th Street E,Landmark Plaza,78,78,78,78,78,78
Broadway Street N & 4th Street E,Minnehaha Park,2,2,2,2,2,2
Broadway Street N & 4th Street E,Minnesota Dept. of Transportation,1,1,1,1,1,1
Broadway Street N & 4th Street E,Minnesota History Center,10,10,10,10,10,10
Broadway Street N & 4th Street E,N Milton Street & Summit Ave,1,1,1,1,1,1
Broadway Street N & 4th Street E,N Robert Street & E 10th Street,36,36,36,36,36,36
Broadway Street N & 4th Street E,Nicollet Ave & W 37th Street,1,1,1,1,1,1
Broadway Street N & 4th Street E,Rice Street & University Ave W,2,2,2,2,2,2
Broadway Street N & 4th Street E,Schmidt Brewery,5,5,5,5,5,5
Broadway Street N & 4th Street E,Science Museum of Minnesota,9,9,9,9,9,9
Broadway Street N & 4th Street E,Selby Ave & Virginia Street,11,11,11,11,11,11
Broadway Street N & 4th Street E,Shepard Road & Sibley Street,28,28,28,28,28,28
Broadway Street N & 4th Street E,Sherburne Ave & Snelling Ave N,1,1,1,1,1,1
Broadway Street N & 4th Street E,Union Depot,35,35,35,35,35,35
Broadway Street N & 4th Street E,University of St. Thomas,1,1,1,1,1,1
Broadway Street N & 4th Street E,Upper Landing,90,90,90,90,90,90
Broadway Street N & 4th Street E,Wabasha Street S & E Fillmore Ave,11,11,11,11,11,11
Broadway Street N & 4th Street E,Wells Fargo Place,11,11,11,11,11,11
Broadway Street N & 4th Street E,West 15th Street & Willow,1,1,1,1,1,1
Bryant Ave N & West Broadway,10th Street E & Cedar Street,1,1,1,1,1,1
Bryant Ave N & West Broadway,11th Street & Hennepin,3,3,3,3,3,3
Bryant Ave N & West Broadway,15th Ave SE & 4th Street SE,1,1,1,1,1,1
Bryant Ave N & West Broadway,23rd Ave SE & 6th Street SE,1,1,1,1,1,1
Bryant Ave N & West Broadway,2nd Ave N & Washington Ave N,1,1,1,1,1,1
Bryant Ave N & West Broadway,2nd Street N & 8th Ave N,2,2,2,2,2,2
Bryant Ave N & West Broadway,4th Street S & 19th Ave,1,1,1,1,1,1
Bryant Ave N & West Broadway,6th Ave SE & University Ave,1,1,1,1,1,1
Bryant Ave N & West Broadway,7th Street N & Plymouth Ave N,6,6,6,6,6,6
Bryant Ave N & West Broadway,Broadway & Marshall Street NE,4,4,4,4,4,4
Bryant Ave N & West Broadway,Bryant Ave N & West Broadway,20,20,20,20,20,20
Bryant Ave N & West Broadway,Central Ave NE & 22nd Ave NE,2,2,2,2,2,2
Bryant Ave N & West Broadway,Chicago & 27th Street,1,1,1,1,1,1
Bryant Ave N & West Broadway,Delaware Street SE & 26th Ave SE,1,1,1,1,1,1
Bryant Ave N & West Broadway,Dupont Ave & 22nd Street,1,1,1,1,1,1
Bryant Ave N & West Broadway,Elliot Park,2,2,2,2,2,2
Bryant Ave N & West Broadway,Farview Park,12,12,12,12,12,12
Bryant Ave N & West Broadway,Franklin & 28th Ave,2,2,2,2,2,2
Bryant Ave N & West Broadway,Girard Ave N & W Broadway Ave,25,25,25,25,25,25
Bryant Ave N & West Broadway,Glenwood Ave & N Morgan Ave,1,1,1,1,1,1
Bryant Ave N & West Broadway,Hennepin & Central Avenue NE,2,2,2,2,2,2
Bryant Ave N & West Broadway,Hennepin Ave & S Washington Ave,2,2,2,2,2,2
Bryant Ave N & West Broadway,Hennepin County Government Center,3,3,3,3,3,3
Bryant Ave N & West Broadway,IDS Center,5,5,5,5,5,5
Bryant Ave N & West Broadway,Lake Street & West River Parkway,5,5,5,5,5,5
Bryant Ave N & West Broadway,Logan Park,2,2,2,2,2,2
Bryant Ave N & West Broadway,Mariucci Arena,1,1,1,1,1,1
Bryant Ave N & West Broadway,Marshall Street NE & 8th Ave NE,13,13,13,13,13,13
Bryant Ave N & West Broadway,Marshall Street NE & Lowry Ave,2,2,2,2,2,2
Bryant Ave N & West Broadway,McNamara Center,1,1,1,1,1,1
Bryant Ave N & West Broadway,Midtown Exchange,1,1,1,1,1,1
Bryant Ave N & West Broadway,Midtown YWCA,1,1,1,1,1,1
Bryant Ave N & West Broadway,Minneapolis Farmers Market,2,2,2,2,2,2
Bryant Ave N & West Broadway,Minnehaha Park,2,2,2,2,2,2
Bryant Ave N & West Broadway,N Washington Ave & 9th Ave N,5,5,5,5,5,5
Bryant Ave N & West Broadway,Nicollet Island,1,1,1,1,1,1
Bryant Ave N & West Broadway,North 2nd Street & 4th Ave N,2,2,2,2,2,2
Bryant Ave N & West Broadway,Plymouth Ave N &  N Oliver Ave,4,4,4,4,4,4
Bryant Ave N & West Broadway,Rice Street & University Ave W,1,1,1,1,1,1
Bryant Ave N & West Broadway,Target Field Station,6,6,6,6,6,6
Bryant Ave N & West Broadway,Washington Ave N & Cedar Lake Trail,5,5,5,5,5,5
Bryant Ave N & West Broadway,Washington Ave S & 10th Ave S,1,1,1,1,1,1
Bryant Ave N & West Broadway,West 15th Street & Willow,1,1,1,1,1,1
Bryant Ave N & West Broadway,West Broadway & Logan Ave N,22,22,22,22,22,22
Carleton Street & University Ave ,100 Main Street SE,2,2,2,2,2,2
Carleton Street & University Ave ,11th Ave S & S 2nd Street,9,9,9,9,9,9
Carleton Street & University Ave ,11th Street & Hennepin,1,1,1,1,1,1
Carleton Street & University Ave ,15th Ave SE & 4th Street SE,4,4,4,4,4,4
Carleton Street & University Ave ,15th Ave SE & Como Ave SE,5,5,5,5,5,5
Carleton Street & University Ave ,22nd Ave S & Franklin Ave,13,13,13,13,13,13
Carleton Street & University Ave ,23rd Ave SE & 6th Street SE,12,12,12,12,12,12
Carleton Street & University Ave ,23rd Ave SE & University Ave SE,13,13,13,13,13,13
Carleton Street & University Ave ,25th Street & 33rd Ave S,6,6,6,6,6,6
Carleton Street & University Ave ,26th Street & Hennepin,1,1,1,1,1,1
Carleton Street & University Ave ,27th Ave S & Minnehaha Ave,3,3,3,3,3,3
Carleton Street & University Ave ,27th Ave SE & University Ave,7,7,7,7,7,7
Carleton Street & University Ave ,2nd Ave N & Washington Ave N,1,1,1,1,1,1
Carleton Street & University Ave ,38th Street Light Rail Station,2,2,2,2,2,2
Carleton Street & University Ave ,4th Street & 13th Ave SE,3,3,3,3,3,3
Carleton Street & University Ave ,4th Street & 17th Ave SE,2,2,2,2,2,2
Carleton Street & University Ave ,4th Street S & 19th Ave,7,7,7,7,7,7
Carleton Street & University Ave ,5th Street NE & 1st Ave NE,2,2,2,2,2,2
Carleton Street & University Ave ,5th Street NE & 3rd Ave NE,1,1,1,1,1,1
Carleton Street & University Ave ,6th Ave SE & University Ave,1,1,1,1,1,1
Carleton Street & University Ave ,7th Street SE & 10th Ave SE,2,2,2,2,2,2
Carleton Street & University Ave ,Bohemian Flats,1,1,1,1,1,1
Carleton Street & University Ave ,Carleton Street & University Ave ,74,74,74,74,74,74
Carleton Street & University Ave ,Cleveland Ave S & Highland Parkway,8,8,8,8,8,8
Carleton Street & University Ave ,Coffman Union,3,3,3,3,3,3
Carleton Street & University Ave ,Como Ave SE & 29th Ave SE,12,12,12,12,12,12
Carleton Street & University Ave ,Como Park Conservatory,2,2,2,2,2,2
Carleton Street & University Ave ,Curfew Street & Ellis Ave.,12,12,12,12,12,12
Carleton Street & University Ave ,Currie Park,2,2,2,2,2,2
Carleton Street & University Ave ,Dale Street N & University Ave,1,1,1,1,1,1
Carleton Street & University Ave ,Delaware Street SE & 26th Ave SE,5,5,5,5,5,5
Carleton Street & University Ave ,Dupont Ave & 22nd Street,1,1,1,1,1,1
Carleton Street & University Ave ,E 38th Street & 42nd Ave S,3,3,3,3,3,3
Carleton Street & University Ave ,E Franklin Ave & Bloomington Ave S,3,3,3,3,3,3
Carleton Street & University Ave ,East Lake Street & 36th Ave S,7,7,7,7,7,7
Carleton Street & University Ave ,Elliot Ave S & E 24th Street,1,1,1,1,1,1
Carleton Street & University Ave ,Elliot Hall,2,2,2,2,2,2
Carleton Street & University Ave ,Englewood Ave & N Asbury Street,3,3,3,3,3,3
Carleton Street & University Ave ,Fairview Ave & University Ave,20,20,20,20,20,20
Carleton Street & University Ave ,Franklin & 28th Ave,24,24,24,24,24,24
Carleton Street & University Ave ,Franklin & Portland,1,1,1,1,1,1
Carleton Street & University Ave ,Glenwood Ave & N Morgan Ave,1,1,1,1,1,1
Carleton Street & University Ave ,Grand Ave & Fairview Ave,12,12,12,12,12,12
Carleton Street & University Ave ,Grant Street & Portland Ave,3,3,3,3,3,3
Carleton Street & University Ave ,Groveland Ave & Clifton Place,1,1,1,1,1,1
Carleton Street & University Ave ,Hamline Ave N & University Ave,6,6,6,6,6,6
Carleton Street & University Ave ,Hennepin Ave & S Washington Ave,2,2,2,2,2,2
Carleton Street & University Ave ,Hennepin County Government Center,2,2,2,2,2,2
Carleton Street & University Ave ,Hiawatha Ave & E 50th Street,6,6,6,6,6,6
Carleton Street & University Ave ,IDS Center,1,1,1,1,1,1
Carleton Street & University Ave ,Kowalski's Market,1,1,1,1,1,1
Carleton Street & University Ave ,Lake Como Pavilion,4,4,4,4,4,4
Carleton Street & University Ave ,Lake Nokomis,3,3,3,3,3,3
Carleton Street & University Ave ,Lake Street & Humboldt,1,1,1,1,1,1
Carleton Street & University Ave ,Lake Street & West River Parkway,14,14,14,14,14,14
Carleton Street & University Ave ,Lexington Pkwy & University Ave,2,2,2,2,2,2
Carleton Street & University Ave ,Logan Park,3,3,3,3,3,3
Carleton Street & University Ave ,Lyndale Ave S & 22nd Street ,2,2,2,2,2,2
Carleton Street & University Ave ,Lyndale Ave S & W 29th Street,1,1,1,1,1,1
Carleton Street & University Ave ,Macalester College,15,15,15,15,15,15
Carleton Street & University Ave ,Malcolm Ave SE & 5th Street SE,33,33,33,33,33,33
Carleton Street & University Ave ,Mariucci Arena,1,1,1,1,1,1
Carleton Street & University Ave ,Marshall Street NE & Lowry Ave,2,2,2,2,2,2
Carleton Street & University Ave ,McNamara Center,10,10,10,10,10,10
Carleton Street & University Ave ,Midtown Exchange,3,3,3,3,3,3
Carleton Street & University Ave ,Midtown Greenway & 5th Ave S,1,1,1,1,1,1
Carleton Street & University Ave ,Midtown YWCA,3,3,3,3,3,3
Carleton Street & University Ave ,Mill City Quarter,3,3,3,3,3,3
Carleton Street & University Ave ,Minnehaha Park,7,7,7,7,7,7
Carleton Street & University Ave ,Minnesota Dept. of Transportation,3,3,3,3,3,3
Carleton Street & University Ave ,Minnesota History Center,1,1,1,1,1,1
Carleton Street & University Ave ,Mississippi River Blvd & Summit Ave,9,9,9,9,9,9
Carleton Street & University Ave ,N Milton Street & Summit Ave,11,11,11,11,11,11
Carleton Street & University Ave ,N Robert Street & E 10th Street,1,1,1,1,1,1
Carleton Street & University Ave ,N Victoria Street & University Ave ,4,4,4,4,4,4
Carleton Street & University Ave ,NE Central Ave & NE 14th Ave,2,2,2,2,2,2
Carleton Street & University Ave ,Nice Ride World Headquarters,1,1,1,1,1,1
Carleton Street & University Ave ,North 2nd Street & 4th Ave N,2,2,2,2,2,2
Carleton Street & University Ave ,Oak Street Ramp,10,10,10,10,10,10
Carleton Street & University Ave ,Park Ave & 4th Street S,2,2,2,2,2,2
Carleton Street & University Ave ,Portland Ave & Washington Ave,4,4,4,4,4,4
Carleton Street & University Ave ,Rice Street & University Ave W,1,1,1,1,1,1
Carleton Street & University Ave ,Riverside Ave & 23rd Ave S,2,2,2,2,2,2
Carleton Street & University Ave ,S 5th Street & Nicollet Mall,3,3,3,3,3,3
Carleton Street & University Ave ,SE 3rd Ave & University Ave SE,1,1,1,1,1,1
Carleton Street & University Ave ,Selby Ave & Virginia Street,4,4,4,4,4,4
Carleton Street & University Ave ,Sherburne Ave & Snelling Ave N,12,12,12,12,12,12
Carleton Street & University Ave ,Social Sciences,2,2,2,2,2,2
Carleton Street & University Ave ,South 2nd Street & 3rd Ave S,1,1,1,1,1,1
Carleton Street & University Ave ,Target Field Station,2,2,2,2,2,2
Carleton Street & University Ave ,U of M St. Paul Student Center,53,53,53,53,53,53
Carleton Street & University Ave ,University & Bank Street SE,2,2,2,2,2,2
Carleton Street & University Ave ,University Ave NE & 12th Ave NE,1,1,1,1,1,1
Carleton Street & University Ave ,University Ave SE & Bedford Street SE,7,7,7,7,7,7
Carleton Street & University Ave ,University of St. Thomas,3,3,3,3,3,3
Carleton Street & University Ave ,Upper Landing,1,1,1,1,1,1
Carleton Street & University Ave ,Washington & Cedar,2,2,2,2,2,2
Carleton Street & University Ave ,Washington & Marquette,1,1,1,1,1,1
Carleton Street & University Ave ,Washington Ave SE & Union Street SE,6,6,6,6,6,6
Carleton Street & University Ave ,Weisman Art Museum,1,1,1,1,1,1
Carleton Street & University Ave ,West 15th Street & Willow,1,1,1,1,1,1
Carleton Street & University Ave ,Wilder Street & Marshall Ave,17,17,17,17,17,17
Carleton Street & University Ave ,Williamson Hall,3,3,3,3,3,3
Carleton Street & University Ave ,YWCA Uptown,2,2,2,2,2,2
Cedar Street & Columbus Ave,10th Street E & Cedar Street,50,50,50,50,50,50
Cedar Street & Columbus Ave,5th Street E & Minnesota Street N,36,36,36,36,36,36
Cedar Street & Columbus Ave,7th Place & Jackson Street,90,90,90,90,90,90
Cedar Street & Columbus Ave,7th Street E & Wacouta Street,3,3,3,3,3,3
Cedar Street & Columbus Ave,7th Street W & Grand Ave,7,7,7,7,7,7
Cedar Street & Columbus Ave,Bohemian Flats,1,1,1,1,1,1
Cedar Street & Columbus Ave,Broadway Street N & 4th Street E,5,5,5,5,5,5
Cedar Street & Columbus Ave,Cedar Street & Columbus Ave,47,47,47,47,47,47
Cedar Street & Columbus Ave,Dale Street & Grand Ave.,6,6,6,6,6,6
Cedar Street & Columbus Ave,Dale Street N & University Ave,1,1,1,1,1,1
Cedar Street & Columbus Ave,E 14th Street & N Robert Street ,2,2,2,2,2,2
Cedar Street & Columbus Ave,Englewood Ave & N Asbury Street,1,1,1,1,1,1
Cedar Street & Columbus Ave,Grand Ave & Fairview Ave,2,2,2,2,2,2
Cedar Street & Columbus Ave,Hague Ave & Dale Street,8,8,8,8,8,8
Cedar Street & Columbus Ave,Harriet Island,3,3,3,3,3,3
Cedar Street & Columbus Ave,Kellogg Blvd & Wabasha Street,15,15,15,15,15,15
Cedar Street & Columbus Ave,Kellogg Blvd E & Jackson Street,31,31,31,31,31,31
Cedar Street & Columbus Ave,Kellogg Blvd W & Smith Ave,10,10,10,10,10,10
Cedar Street & Columbus Ave,Kowalski's Market,3,3,3,3,3,3
Cedar Street & Columbus Ave,Lake Como Pavilion,2,2,2,2,2,2
Cedar Street & Columbus Ave,Lake Street & West River Parkway,1,1,1,1,1,1
Cedar Street & Columbus Ave,Landmark Plaza,12,12,12,12,12,12
Cedar Street & Columbus Ave,Lexington Pkwy & University Ave,2,2,2,2,2,2
Cedar Street & Columbus Ave,Minnesota Dept. of Transportation,70,70,70,70,70,70
Cedar Street & Columbus Ave,Minnesota History Center,27,27,27,27,27,27
Cedar Street & Columbus Ave,N Milton Street & Summit Ave,6,6,6,6,6,6
Cedar Street & Columbus Ave,N Robert Street & E 10th Street,27,27,27,27,27,27
Cedar Street & Columbus Ave,Portland Ave & Washington Ave,2,2,2,2,2,2
Cedar Street & Columbus Ave,Rice Street & University Ave W,11,11,11,11,11,11
